row_id,comment,human_response_reference,restaurant,period,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__generated_response,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__token_count,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__mean_nll_per_token,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__perplexity,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__inverse_perplexity_0_1,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__valid_for_fluency,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__score_error,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__score_error_message,Gemini_Generated_Response_Persona_acolhedora_e_informal__generated_response,Gemini_Generated_Response_Persona_acolhedora_e_informal__token_count,Gemini_Generated_Response_Persona_acolhedora_e_informal__mean_nll_per_token,Gemini_Generated_Response_Persona_acolhedora_e_informal__perplexity,Gemini_Generated_Response_Persona_acolhedora_e_informal__inverse_perplexity_0_1,Gemini_Generated_Response_Persona_acolhedora_e_informal__valid_for_fluency,Gemini_Generated_Response_Persona_acolhedora_e_informal__score_error,Gemini_Generated_Response_Persona_acolhedora_e_informal__score_error_message,llama4_Generated_Response_Persona_acolhedora_e_informal__generated_response,llama4_Generated_Response_Persona_acolhedora_e_informal__token_count,llama4_Generated_Response_Persona_acolhedora_e_informal__mean_nll_per_token,llama4_Generated_Response_Persona_acolhedora_e_informal__perplexity,llama4_Generated_Response_Persona_acolhedora_e_informal__inverse_perplexity_0_1,llama4_Generated_Response_Persona_acolhedora_e_informal__valid_for_fluency,llama4_Generated_Response_Persona_acolhedora_e_informal__score_error,llama4_Generated_Response_Persona_acolhedora_e_informal__score_error_message
10,"Preço alto para uma experiência mediana. O local é bonito, mas o serviço e o prato ficaram abaixo.","Olá! Lamentamos pela sua experiência. Trabalhamos diariamente para melhorar e gostaríamos de entender melhor o ocorrido. Se puder, fale com a gente pelo link da unidade: https://exemplo.restaurante-a.com/feedback Att,",Restaurante A,after,Oi! Obrigado por compartilhar sua experiência com a gente. Seu feedback é muito importante e nos ajuda a melhorar cada vez mais. Esperamos te ver novamente em breve para uma visita ainda mais especial!,40,4.044517,57.08361,0.017518,True,False,,Que delícia saber que você aprovou nossa moqueca de lagosta! É um dos nossos pratos preferidos por aqui também. Já estamos ansiosos pela sua próxima visita!,33,5.099557,163.949327,0.006099,True,False,,Oi! Ficamos tristes em saber disso. O serviço e o prato ficaram abaixo não é o padrão que queremos oferecer. Esperamos poder reverter essa impressão na próxima visita!,35,4.880253,131.664012,0.007595,True,False,
11,"Lugar bonito e comida boa, porém tivemos música muito alta. No geral foi ok, mas esperava um pouco mais pelo valor.",Obrigado por compartilhar sua experiência com a gente. Seus pontos serão observados com atenção pela nossa equipe. Esperamos ter a chance de te surpreender positivamente em uma próxima visita.,Restaurante A,after,Oi! Obrigado por compartilhar sua experiência com a gente. Seu feedback é muito importante e nos ajuda a melhorar cada vez mais. Esperamos te ver novamente em breve para uma visita ainda mais especial!,40,4.044517,57.08361,0.017518,True,False,,"Oi! Sentimos muito que o atendimento não foi tão legal dessa vez. Queremos que você sempre se sinta em casa por aqui, então vamos conversar com o pessoal para garantir que isso não se repita. Dá uma nova chance pra gente?",49,4.124203,61.818533,0.016176,True,False,,"Valeu pelo retorno! Legal que a experiência teve pontos positivos, e sentimos pelo música muito alta. Volte pra dar uma nova chance!",28,5.95074,384.037551,0.002604,True,False,
12,"Lugar excelente para aniversário. Comida saborosa, drinks bem feitos e equipe simpática. Destaque para o rede de pescador.",Que alegria saber da sua experiência! Obrigado por compartilhar e esperamos te receber novamente em breve. ✨,Restaurante A,after,"Que alegria ler isso! Ficamos muito felizes que você tenha gostado da experiência. Trabalhamos com muito carinho para proporcionar momentos especiais. Volte sempre, vai ser um prazer te receber novamente!",38,4.748978,115.466179,0.008661,True,False,,Ficamos com o coração quentinho sabendo que você curtiu o cardápio e o nosso cantinho! É muito bom ver nossos clientes satisfeitos. Esperamos você de novo em breve!,38,5.008801,149.725034,0.006679,True,False,,Oi! Ficamos super felizes em saber disso! Que bom ter feito parte do seu aniversário. Apareça mais vezes!,24,5.642712,282.227114,0.003543,True,False,
13,"Fui com a família e a experiência foi boa, mas o camarão iracema poderia estar melhor. Atendimento cordial, só achei a música um pouco alta.","Olá! Agradecemos pela sua avaliação. Seu feedback é fundamental para continuarmos aprimorando nosso serviço e proporcionando momentos especiais. Esperamos te receber novamente em breve! Atenciosamente,",Restaurante A,after,Oi! Obrigado por compartilhar sua experiência com a gente. Seu feedback é muito importante e nos ajuda a melhorar cada vez mais. Esperamos te ver novamente em breve para uma visita ainda mais especial!,40,4.044517,57.08361,0.017518,True,False,,Que bom que você gostou da nossa seleção de vinhos! A gente capricha na escolha para combinar direitinho com os pratos. Volte logo para brindar com a gente!,35,5.562585,260.495315,0.003839,True,False,,"Oi! Ficamos gratos pelo feedback! Legal que a experiência teve pontos positivos, e vamos caprichar mais no camarão iracema. Volte pra dar uma nova chance!",36,5.725897,306.708355,0.00326,True,False,
14,"Lugar bonito e comida boa, porém tivemos demora no atendimento. No geral foi ok, mas esperava um pouco mais pelo valor.","Olá! Lamentamos pela sua experiência. Trabalhamos diariamente para melhorar e gostaríamos de entender melhor o ocorrido. Se puder, fale com a gente pelo link da unidade: https://exemplo.restaurante-a.com/feedback Att,",Restaurante A,after,"Oi! Sentimos muito que sua experiência não tenha sido como esperávamos. A gente leva seu feedback com carinho e atenção, pois ele nos ajuda a melhorar sempre. Esperamos ter a chance de te receber novamente para uma experiência melhor.",47,4.531028,92.853947,0.01077,True,False,,"Oi! Pedimos mil desculpas pelo erro no pedido. Que bom que conseguimos resolver a tempo de você aproveitar a refeição. Na próxima, vamos conferir tudo com o dobro de atenção!",37,5.435895,229.498259,0.004357,True,False,,"Oi! Ficamos gratos pelo feedback! Ficamos felizes que parte da experiência foi boa, mas pedimos desculpas pelo demora. Valeu e volte sempre!",32,4.870627,130.402644,0.007669,True,False,
15,"Experiência muito agradável. Casa cheia, mas conseguiram nos acomodar bem. Pedimos filé à parmegiana e mojito, tudo muito bom.",Ficamos muito felizes com seu comentário! É um prazer receber você por aqui. Volte sempre! 😊,Restaurante A,after,"Que alegria ler isso! Ficamos muito felizes que você tenha gostado da experiência. Trabalhamos com muito carinho para proporcionar momentos especiais. Volte sempre, vai ser um prazer te receber novamente!",38,4.748978,115.466179,0.008661,True,False,,"Poxa, ganhar o título de melhor opção de frutos do mar é bom demais! Muito obrigado pelo carinho e pela confiança. A gente continua trabalhando duro para manter esse padrão para você.",36,4.755535,116.225832,0.008604,True,False,,Ficamos muito contentes com seu feedback! O filé à parmegiana é incrível mesmo. Esperamos você de volta!,27,6.056933,427.063591,0.002342,True,False,
16,O famoso Restaurante A deixou a desejar. Tivemos cardápio confuso e a experiência não compensou a conta.,"Sentimos muito por não termos atendido suas expectativas desta vez. Seu feedback é importante para seguirmos evoluindo. Caso deseje, compartilhe mais detalhes com a nossa equipe pelo link da unidade. Att,",Restaurante A,after,Oi! Obrigado por compartilhar sua experiência com a gente. Seu feedback é muito importante e nos ajuda a melhorar cada vez mais. Esperamos te ver novamente em breve para uma visita ainda mais especial!,40,4.044517,57.083583,0.017518,True,False,,Que legal que você notou o cuidado desde a recepção até o manobrista! A gente acredita que a experiência começa logo na chegada. Valeu demais pelo reconhecimento!,32,5.925017,374.284753,0.002672,True,False,,"Oi! Ficamos tristes em saber disso. Vamos melhorar o cardápio confuso. Obrigado por nos contar, vamos melhorar!",26,4.710097,111.062967,0.009004,True,False,
17,"Fui com a família e a experiência foi boa, mas o camarão internacional poderia estar melhor. Atendimento cordial, só achei a música um pouco alta.",Agradecemos sua visita e também sua observação. Cada comentário nos ajuda a evoluir e a entregar uma experiência cada vez melhor.,Restaurante A,after,Oi! Obrigado por compartilhar sua experiência com a gente. Seu feedback é muito importante e nos ajuda a melhorar cada vez mais. Esperamos te ver novamente em breve para uma visita ainda mais especial!,40,4.044517,57.083583,0.017518,True,False,,"Oi! Obrigado por avisar sobre a textura do prato. A gente quer que tudo saia impecável da cozinha, então vamos trocar uma ideia com o Chef para ajustar isso. Esperamos te ver de novo!",42,4.775344,118.551077,0.008435,True,False,,"Obrigada por compartilhar! Que bom saber que alguns pontos agradaram, e vamos caprichar mais no camarão internacional. Valeu e volte sempre!",30,6.463926,641.574838,0.001559,True,False,
18,"Fui no encontro com amigos e gostei bastante. Ambiente bonito, atendimento muito bom e o lagosta grelhada veio ótimo. O [funcionário] atendeu super bem. Voltarei!",Ficamos muito felizes com seu comentário! É um prazer receber você por aqui. Volte sempre! 😊,Restaurante A,after,"Que alegria ler isso! Ficamos muito felizes que você tenha gostado da experiência. Trabalhamos com muito carinho para proporcionar momentos especiais. Volte sempre, vai ser um prazer te receber novamente!",38,4.748978,115.466179,0.008661,True,False,,"As sobremesas são mesmo o nosso xodó! Que alegria saber que você adorou. Na próxima, não deixe de provar os outros doces do cardápio, são todos feitos com muito amor.",39,4.985466,146.271792,0.006837,True,False,,Oi! Que bom que gostou da experiência! O lagosta grelhada é incrível mesmo. Apareça mais vezes!,24,5.949711,383.642391,0.002607,True,False,
19,"Gostei da experiência. Atendimento rápido, comida bem servida e ambiente aconchegante. Ótima opção em Manaus.",Agradecemos a preferência e sua avaliação. ❤️,Restaurante A,after,Oi! Obrigado por compartilhar sua experiência com a gente. Seu feedback é muito importante e nos ajuda a melhorar cada vez mais. Esperamos te ver novamente em breve para uma visita ainda mais especial!,40,4.044517,57.083583,0.017518,True,False,,"Oi! Valeu pelo toque sobre o bar. Em dias de casa cheia a gente corre para dar conta, mas vamos ver como agilizar mais as coisas por lá. Esperamos você para um drink em breve!",45,4.990746,147.046012,0.006801,True,False,,Oi! Que bom que gostou da experiência! Adoramos saber que a experiência foi boa. Apareça mais vezes!,23,5.447623,232.205616,0.004307,True,False,
20,"Experiência muito agradável. Casa cheia, mas conseguiram nos acomodar bem. Pedimos petit gâteau e margarita, tudo muito bom.",Ficamos muito felizes com seu comentário! É um prazer receber você por aqui. Volte sempre! 😊,Restaurante A,after,"Que alegria ler isso! Ficamos muito felizes que você tenha gostado da experiência. Trabalhamos com muito carinho para proporcionar momentos especiais. Volte sempre, vai ser um prazer te receber novamente!",38,4.748978,115.466179,0.008661,True,False,,Que bom que o Camarão Restaurante A foi um sucesso na sua mesa! É gratificante saber que acertamos em cheio. Volte sempre para matar a saudade desse sabor!,36,5.729424,307.791782,0.003249,True,False,,Oi! Ficamos super felizes em saber disso! O petit gâteau é incrível mesmo. Apareça mais vezes!,25,5.779447,323.580227,0.00309,True,False,
21,"Fui com a família e a experiência foi boa, mas o lagosta grelhada poderia estar melhor. Atendimento cordial, só achei a música um pouco alta.",Obrigado por compartilhar sua experiência com a gente. Seus pontos serão observados com atenção pela nossa equipe. Esperamos ter a chance de te surpreender positivamente em uma próxima visita.,Restaurante A,after,Oi! Obrigado por compartilhar sua experiência com a gente. Seu feedback é muito importante e nos ajuda a melhorar cada vez mais. Esperamos te ver novamente em breve para uma visita ainda mais especial!,40,4.044517,57.083583,0.017518,True,False,,"Poxa, sentimos muito pelo barulho ter atrapalhado. Às vezes o pessoal se empolga na conversa, mas na próxima nos avise que tentamos te colocar em um lugar mais calmo. Obrigado pelo feedback!",43,5.400192,221.448988,0.004516,True,False,,"Valeu pelo retorno! Legal que a experiência teve pontos positivos, mas pedimos desculpas pelo música um pouco alta. Esperamos você de volta!",28,5.686177,294.764513,0.003393,True,False,
22,"Gostei da experiência. Atendimento rápido, comida bem servida e ambiente aconchegante. Ótima opção em Manaus.",Muito obrigado pela visita! Ficamos felizes em saber que você aproveitou sua experiência conosco. 🍽️,Restaurante A,after,Oi! Obrigado por compartilhar sua experiência com a gente. Seu feedback é muito importante e nos ajuda a melhorar cada vez mais. Esperamos te ver novamente em breve para uma visita ainda mais especial!,40,4.044517,57.083583,0.017518,True,False,,Ficamos muito orgulhosos da nossa equipe por manter o ritmo mesmo com o restaurante lotado! É muito bom saber que você foi bem atendido. Apareça sempre!,32,4.698782,109.813387,0.009106,True,False,,Oi! Que bom que gostou da experiência! Nosso time fica muito feliz com esse retorno. Volte sempre!,22,5.672701,290.818942,0.003439,True,False,
23,"Esperava mais. O ambiente é bonito, mas houve acompanhamento sem sabor e o casquinha de caranguejo não veio como imaginei.","Olá! Lamentamos pela sua experiência. Trabalhamos diariamente para melhorar e gostaríamos de entender melhor o ocorrido. Se puder, fale com a gente pelo link da unidade: https://exemplo.restaurante-a.com/feedback Att,",Restaurante A,after,Oi! Obrigado por compartilhar sua experiência com a gente. Seu feedback é muito importante e nos ajuda a melhorar cada vez mais. Esperamos te ver novamente em breve para uma visita ainda mais especial!,40,4.044517,57.083583,0.017518,True,False,,Que alegria saber que você achou nosso ambiente lindo! A gente cuida de cada detalhe da decoração para vocês se sentirem bem. Volte logo para curtir mais momentos aqui!,34,5.444101,231.389134,0.004322,True,False,,"Obrigada por compartilhar! Ficamos felizes que parte da experiência foi boa, e vamos caprichar mais no casquinha de caranguejo. Valeu e volte sempre!",34,5.411272,223.916132,0.004466,True,False,
24,"Lugar excelente para comemoração de namoro. Comida saborosa, drinks bem feitos e equipe simpática. Destaque para o lagosta grelhada.",Ficamos muito felizes com seu comentário! É um prazer receber você por aqui. Volte sempre! 😊,Restaurante A,after,"Que alegria ler isso! Ficamos muito felizes que você tenha gostado da experiência. Trabalhamos com muito carinho para proporcionar momentos especiais. Volte sempre, vai ser um prazer te receber novamente!",38,4.748978,115.466179,0.008661,True,False,,"Oi! Pedimos desculpas se a apresentação do prato deixou a desejar. A gente gosta de servir tudo bem bonito, então vamos reforçar esse cuidado com a equipe. Obrigado por nos contar!",38,5.101971,164.345538,0.006085,True,False,,Oi! Que bom que gostou da experiência! O lagosta grelhada é um dos favoritos da casa. Volte sempre!,26,5.390835,219.386559,0.004558,True,False,
25,"Lugar excelente para almoço de trabalho. Comida saborosa, drinks bem feitos e equipe simpática. Destaque para o filé à parmegiana.",Muito obrigado pela visita! Ficamos felizes em saber que você aproveitou sua experiência conosco. 🍽️,Restaurante A,after,"Que alegria ler isso! Ficamos muito felizes que você tenha gostado da experiência. Trabalhamos com muito carinho para proporcionar momentos especiais. Volte sempre, vai ser um prazer te receber novamente!",38,4.748978,115.466179,0.008661,True,False,,Que bacana que o espaço kids ajudou vocês a terem um almoço mais tranquilo! A gente adora receber as famílias e ver a criançada se divertindo. Esperamos vocês de novo!,38,5.266236,193.685615,0.005163,True,False,,Oi! Ficamos super felizes em saber disso! Que bom ter feito parte do seu almoço de trabalho. Esperamos você de volta!,27,5.303528,201.044909,0.004974,True,False,
26,"Fui com a família e a experiência foi boa, mas o carpaccio poderia estar melhor. Atendimento cordial, só achei a música um pouco alta.",Agradecemos sua visita e também sua observação. Cada comentário nos ajuda a evoluir e a entregar uma experiência cada vez melhor.,Restaurante A,after,Oi! Obrigado por compartilhar sua experiência com a gente. Seu feedback é muito importante e nos ajuda a melhorar cada vez mais. Esperamos te ver novamente em breve para uma visita ainda mais especial!,40,4.044517,57.08361,0.017518,True,False,,"Nada melhor que uma bebida geladinha no ponto certo, né? Ficamos felizes que você reparou nesse detalhe. Valeu pela visita e volte logo!",31,5.154714,173.246187,0.005772,True,False,,"Oi! Obrigada pelo feedback! Que bom saber que alguns pontos agradaram, e sentimos pelo música um pouco alta. Volte pra dar uma nova chance!",34,5.543273,255.513041,0.003914,True,False,
27,O famoso Restaurante A deixou a desejar. Tivemos prato veio morno e a experiência não compensou a conta.,"Olá! Lamentamos pela sua experiência. Trabalhamos diariamente para melhorar e gostaríamos de entender melhor o ocorrido. Se puder, fale com a gente pelo link da unidade: https://exemplo.restaurante-a.com/feedback Att,",Restaurante A,after,Oi! Obrigado por compartilhar sua experiência com a gente. Seu feedback é muito importante e nos ajuda a melhorar cada vez mais. Esperamos te ver novamente em breve para uma visita ainda mais especial!,40,4.044517,57.08361,0.017518,True,False,,"Oi! Obrigado por compartilhar sua opinião sobre a porção. A gente tenta equilibrar tudo no prato, mas seu comentário é super importante para nossas avaliações internas. Esperamos te ver mais vezes!",38,5.260058,192.492641,0.005195,True,False,,Pedimos desculpas! O prato veio morno não é o padrão que queremos oferecer. Dá uma nova chance pra gente?,23,5.960281,387.719202,0.002579,True,False,
28,"Infelizmente minha visita não foi boa. Atendimento confuso, demora e pouca atenção da equipe.","Olá! Lamentamos pela sua experiência. Trabalhamos diariamente para melhorar e gostaríamos de entender melhor o ocorrido. Se puder, fale com a gente pelo link da unidade: https://exemplo.restaurante-a.com/feedback Att,",Restaurante A,after,"Oi! Sentimos muito que sua experiência não tenha sido como esperávamos. A gente leva seu feedback com carinho e atenção, pois ele nos ajuda a melhorar sempre. Esperamos ter a chance de te receber novamente para uma experiência melhor.",47,4.531028,92.853947,0.01077,True,False,,"A música ao vivo dá um toque especial mesmo, que bom que você curtiu! Nossos artistas são escolhidos a dedo para animar a noite de vocês. Apareça no próximo final de semana!",39,5.015284,150.698938,0.006636,True,False,,"Sentimos muito mesmo! O atendimento confuso não é o padrão que queremos oferecer. Obrigado por nos contar, vamos melhorar!",24,5.48028,239.91397,0.004168,True,False,
29,"Fui com a família e a experiência foi boa, mas o medalhão ao molho madeira poderia estar melhor. Atendimento cordial, só achei a música um pouco alta.","Olá! Agradecemos pela sua avaliação. Seu feedback é fundamental para continuarmos aprimorando nosso serviço e proporcionando momentos especiais. Esperamos te receber novamente em breve! Atenciosamente,",Restaurante A,after,Oi! Obrigado por compartilhar sua experiência com a gente. Seu feedback é muito importante e nos ajuda a melhorar cada vez mais. Esperamos te ver novamente em breve para uma visita ainda mais especial!,40,4.044517,57.08361,0.017518,True,False,,É uma honra ter você sempre aqui com a gente! Clientes fiéis são como parte da família. Já estamos preparando tudo para sua próxima visita ser nota dez!,31,5.43563,229.437422,0.004358,True,False,,"Valeu pelo retorno! Legal que a experiência teve pontos positivos, e sentimos pelo música um pouco alta. Esperamos você de volta!",27,5.994532,401.228908,0.002492,True,False,
