row_id,comment,human_response_reference,restaurant,period,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__generated_response,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__token_count,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__mean_nll_per_token,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__perplexity,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__inverse_perplexity_0_1,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__valid_for_fluency,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__score_error,gpt5.5_Generated_Response_Persona_acolhedora_e_informal__score_error_message,Gemini_Generated_Response_Persona_acolhedora_e_informal__generated_response,Gemini_Generated_Response_Persona_acolhedora_e_informal__token_count,Gemini_Generated_Response_Persona_acolhedora_e_informal__mean_nll_per_token,Gemini_Generated_Response_Persona_acolhedora_e_informal__perplexity,Gemini_Generated_Response_Persona_acolhedora_e_informal__inverse_perplexity_0_1,Gemini_Generated_Response_Persona_acolhedora_e_informal__valid_for_fluency,Gemini_Generated_Response_Persona_acolhedora_e_informal__score_error,Gemini_Generated_Response_Persona_acolhedora_e_informal__score_error_message,llama4_Generated_Response_Persona_acolhedora_e_informal__generated_response,llama4_Generated_Response_Persona_acolhedora_e_informal__token_count,llama4_Generated_Response_Persona_acolhedora_e_informal__mean_nll_per_token,llama4_Generated_Response_Persona_acolhedora_e_informal__perplexity,llama4_Generated_Response_Persona_acolhedora_e_informal__inverse_perplexity_0_1,llama4_Generated_Response_Persona_acolhedora_e_informal__valid_for_fluency,llama4_Generated_Response_Persona_acolhedora_e_informal__score_error,llama4_Generated_Response_Persona_acolhedora_e_informal__score_error_message
10,"Preço alto para uma experiência mediana. O local é bonito, mas o serviço e o prato ficaram abaixo.","Olá! Lamentamos pela sua experiência. Trabalhamos diariamente para melhorar e gostaríamos de entender melhor o ocorrido. Se puder, fale com a gente pelo link da unidade: https://exemplo.restaurante-a.com/feedback Att,",Restaurante A,after,Muito obrigado pelo seu comentário. Estamos sempre atentos a cada detalhe para melhorar a experiência de todos que passam por aqui. Esperamos te receber novamente em breve.,31,4.275272,71.89972,0.013908,True,False,,Moqueca de lagosta é uma escolha e tanto! Que prazer saber que você se deliciou. Já estamos ansiosos para te receber novamente e servir mais delícias!,34,5.609984,273.139976,0.003661,True,False,,"Sentimos muito que não foi uma boa experiência. Obrigado pelo feedback, estamos trabalhando para melhorar.",19,4.313383,74.69272,0.013388,True,False,
11,"Lugar bonito e comida boa, porém tivemos música muito alta. No geral foi ok, mas esperava um pouco mais pelo valor.",Obrigado por compartilhar sua experiência com a gente. Seus pontos serão observados com atenção pela nossa equipe. Esperamos ter a chance de te surpreender positivamente em uma próxima visita.,Restaurante A,after,Agradecemos por dividir sua experiência conosco. Seus comentários ajudam bastante no nosso dia a dia e na evolução do atendimento. Será um prazer te ver novamente.,34,5.114247,166.375507,0.006011,True,False,,"Poxa, ficamos tristes em saber que o atendimento não foi o esperado. Queremos que você se sinta sempre em casa por aqui, então vamos reforçar o treinamento com a turma do salão. Dá uma nova chance pra gente?",46,4.539132,93.609523,0.010683,True,False,,Obrigado pelo feedback! Lamentamos pelo música muito alta. Estamos trabalhando para melhorar!,17,5.988316,398.742395,0.002508,True,False,
12,"Lugar excelente para aniversário. Comida saborosa, drinks bem feitos e equipe simpática. Destaque para o rede de pescador.",Que alegria saber da sua experiência! Obrigado por compartilhar e esperamos te receber novamente em breve. ✨,Restaurante A,after,Que alegria ler seu comentário! Saber que você teve uma boa experiência com a gente faz tudo valer a pena. Esperamos te ver novamente muito em breve.,30,5.137007,170.205539,0.005875,True,False,,Ficamos com o coração aquentinho sabendo que você curtiu o cardápio e o nosso cantinho! É um prazer enorme ver nossos clientes satisfeitos. Esperamos você de volta em breve!,39,4.834842,125.818728,0.007948,True,False,,Muito obrigado por nos visitar! Ficamos felizes com o retorno positivo. Volte sempre!,17,6.627188,755.354918,0.001324,True,False,
13,"Fui com a família e a experiência foi boa, mas o camarão iracema poderia estar melhor. Atendimento cordial, só achei a música um pouco alta.","Olá! Agradecemos pela sua avaliação. Seu feedback é fundamental para continuarmos aprimorando nosso serviço e proporcionando momentos especiais. Esperamos te receber novamente em breve! Atenciosamente,",Restaurante A,after,Agradecemos por dividir sua experiência conosco. Seus comentários ajudam bastante no nosso dia a dia e na evolução do atendimento. Será um prazer te ver novamente.,34,5.114247,166.375507,0.006011,True,False,,Que bom que nossa carta de vinhos te agradou! A gente capricha na seleção para harmonizar direitinho com os frutos do mar. Volte logo para brindarmos juntos!,36,5.879882,357.766972,0.002795,True,False,,Muito obrigado pela visita! Sentimos muito pelo música um pouco alta. Vamos trabalhar nisso.,17,6.271073,529.044919,0.00189,True,False,
14,"Lugar bonito e comida boa, porém tivemos demora no atendimento. No geral foi ok, mas esperava um pouco mais pelo valor.","Olá! Lamentamos pela sua experiência. Trabalhamos diariamente para melhorar e gostaríamos de entender melhor o ocorrido. Se puder, fale com a gente pelo link da unidade: https://exemplo.restaurante-a.com/feedback Att,",Restaurante A,after,"Poxa, sentimos muito por essa experiência não ter sido como você esperava. A gente leva esse tipo de feedback bem a sério e já estamos atentos a esses pontos para melhorar. Esperamos ter a chance de te receber novamente e fazer diferente.",49,4.415442,82.718394,0.012089,True,False,,"Oi! Pedimos mil desculpas pelo erro no pedido inicial. Que bom que conseguimos corrigir a tempo de você aproveitar a refeição. Na próxima, vamos conferir tudo com atenção redobrada!",38,5.528584,251.787009,0.003972,True,False,,Obrigado pelo feedback! Ficamos felizes com os pontos positivos e vamos trabalhar nos aspectos a melhorar.,19,5.295892,199.515562,0.005012,True,False,
15,"Experiência muito agradável. Casa cheia, mas conseguiram nos acomodar bem. Pedimos filé à parmegiana e mojito, tudo muito bom.",Ficamos muito felizes com seu comentário! É um prazer receber você por aqui. Volte sempre! 😊,Restaurante A,after,Que alegria ler seu comentário! Saber que você teve uma boa experiência com a gente faz tudo valer a pena. Esperamos te ver novamente muito em breve.,30,5.137007,170.205539,0.005875,True,False,,"Caramba, ser a melhor opção de frutos do mar é um baita elogio! Muito obrigado pela confiança no nosso trabalho. Continuaremos nos esforçando para manter esse padrão para você.",37,4.944771,140.438727,0.007121,True,False,,Muito obrigado pelo feedback! Estamos felizes em saber que gostou da experiência. Esperamos recebê-lo novamente!,21,4.660881,105.729193,0.009458,True,False,
16,O famoso Restaurante A deixou a desejar. Tivemos cardápio confuso e a experiência não compensou a conta.,"Sentimos muito por não termos atendido suas expectativas desta vez. Seu feedback é importante para seguirmos evoluindo. Caso deseje, compartilhe mais detalhes com a nossa equipe pelo link da unidade. Att,",Restaurante A,after,Sentimos muito mesmo por essa situação. Esse não é o padrão que queremos entregar e seu comentário nos ajuda a enxergar onde podemos evoluir. Esperamos te ver novamente para uma experiência mais positiva.,37,5.474779,238.597762,0.004191,True,False,,Que legal que você notou o cuidado desde a entrada até o manobrista! A gente acredita que a boa experiência começa logo na chegada. Valeu demais pelo reconhecimento!,33,5.745184,312.681288,0.003198,True,False,,"Sentimos muito que não foi uma boa experiência. Obrigado pelo feedback, estamos trabalhando para melhorar.",19,4.313383,74.69272,0.013388,True,False,
17,"Fui com a família e a experiência foi boa, mas o camarão internacional poderia estar melhor. Atendimento cordial, só achei a música um pouco alta.",Agradecemos sua visita e também sua observação. Cada comentário nos ajuda a evoluir e a entregar uma experiência cada vez melhor.,Restaurante A,after,Agradecemos por dividir sua experiência conosco. Seus comentários ajudam bastante no nosso dia a dia e na evolução do atendimento. Será um prazer te ver novamente.,34,5.114247,166.375507,0.006011,True,False,,"Oi! Obrigado por nos contar sobre a textura do prato. A gente quer que tudo saia perfeito da cozinha, então vamos conversar com o Chef para ajustar esse ponto. Esperamos te ver de novo!",42,4.749792,115.560202,0.008653,True,False,,Muito obrigado pela visita! Sentimos muito pelo música um pouco alta. Vamos trabalhar nisso.,17,6.271073,529.044919,0.00189,True,False,
18,"Fui no encontro com amigos e gostei bastante. Ambiente bonito, atendimento muito bom e o lagosta grelhada veio ótimo. O [funcionário] atendeu super bem. Voltarei!",Ficamos muito felizes com seu comentário! É um prazer receber você por aqui. Volte sempre! 😊,Restaurante A,after,Que alegria ler seu comentário! Saber que você teve uma boa experiência com a gente faz tudo valer a pena. Esperamos te ver novamente muito em breve.,30,5.137007,170.205539,0.005875,True,False,,"Nossas sobremesas são feitas com muito carinho, que alegria saber que você amou! Na próxima visita, tente experimentar um sabor novo, você vai se surpreender.",33,5.129511,168.934549,0.005919,True,False,,Que bom saber que o [funcionário] atendeu bem! Obrigado por nos visitar!,16,6.091355,442.020086,0.002262,True,False,
19,"Gostei da experiência. Atendimento rápido, comida bem servida e ambiente aconchegante. Ótima opção em Manaus.",Agradecemos a preferência e sua avaliação. ❤️,Restaurante A,after,"Muito obrigado pelo seu feedback! É ótimo saber que conseguimos proporcionar um momento especial para você. Já estamos com saudade, volte sempre.",26,5.25821,192.137293,0.005205,True,False,,"Oi! Valeu pelo toque sincero sobre o bar. Em dias de casa cheia a gente corre muito, mas vamos rever os processos para agilizar os drinks. Esperamos você para uma rodada em breve!",44,5.314026,203.166605,0.004922,True,False,,Obrigado pelo elogio! Trabalhamos para oferecer o melhor aos nossos clientes. Até a próxima!,18,4.986315,146.395926,0.006831,True,False,
20,"Experiência muito agradável. Casa cheia, mas conseguiram nos acomodar bem. Pedimos petit gâteau e margarita, tudo muito bom.",Ficamos muito felizes com seu comentário! É um prazer receber você por aqui. Volte sempre! 😊,Restaurante A,after,Ficamos muito felizes em saber que você gostou da experiência! Obrigado pelo carinho e por compartilhar com a gente. Vai ser um prazer enorme te receber novamente em breve.,34,4.111816,61.057522,0.016378,True,False,,Saber que o Camarão Restaurante A foi um sucesso na sua mesa nos enche de orgulho! É gratificante ver que nosso trabalho vale a pena. Volte sempre para matar a vontade!,39,5.42923,227.973687,0.004386,True,False,,Muito obrigado por nos visitar! Ficamos felizes com o retorno positivo. Volte sempre!,17,6.627188,755.354918,0.001324,True,False,
21,"Fui com a família e a experiência foi boa, mas o lagosta grelhada poderia estar melhor. Atendimento cordial, só achei a música um pouco alta.",Obrigado por compartilhar sua experiência com a gente. Seus pontos serão observados com atenção pela nossa equipe. Esperamos ter a chance de te surpreender positivamente em uma próxima visita.,Restaurante A,after,Agradecemos por dividir sua experiência conosco. Seus comentários ajudam bastante no nosso dia a dia e na evolução do atendimento. Será um prazer te ver novamente.,34,5.114247,166.375507,0.006011,True,False,,"Poxa, sentimos muito se o barulho incomodou. Às vezes o papo rola solto, mas na próxima nos avise que tentamos te acomodar em um cantinho mais sossegado. Valeu pelo feedback!",44,5.917372,371.434385,0.002692,True,False,,Muito obrigado! É bom saber que gostou de alguns pontos. Vamos trabalhar para melhorar o lagosta grelhada.,22,5.30834,202.01462,0.00495,True,False,
22,"Gostei da experiência. Atendimento rápido, comida bem servida e ambiente aconchegante. Ótima opção em Manaus.",Muito obrigado pela visita! Ficamos felizes em saber que você aproveitou sua experiência conosco. 🍽️,Restaurante A,after,"Muito obrigado pelo seu feedback! É ótimo saber que conseguimos proporcionar um momento especial para você. Já estamos com saudade, volte sempre.",26,5.25821,192.137293,0.005205,True,False,,Ficamos muito orgulhosos da nossa equipe por manter o ritmo e a educação mesmo com o restaurante lotado! É muito bom saber que você foi bem tratado. Apareça sempre!,35,4.689727,108.823448,0.009189,True,False,,Muito obrigado por nos visitar! Ficamos felizes com o retorno positivo. Volte sempre!,17,6.627188,755.354918,0.001324,True,False,
23,"Esperava mais. O ambiente é bonito, mas houve acompanhamento sem sabor e o casquinha de caranguejo não veio como imaginei.","Olá! Lamentamos pela sua experiência. Trabalhamos diariamente para melhorar e gostaríamos de entender melhor o ocorrido. Se puder, fale com a gente pelo link da unidade: https://exemplo.restaurante-a.com/feedback Att,",Restaurante A,after,Agradecemos por dividir sua experiência conosco. Seus comentários ajudam bastante no nosso dia a dia e na evolução do atendimento. Será um prazer te ver novamente.,34,5.114247,166.375507,0.006011,True,False,,Que satisfação saber que você achou nosso ambiente bonito! A gente cuida de cada detalhe da decoração para vocês se sentirem super bem. Volte logo para curtir mais momentos aqui!,35,5.737727,310.358068,0.003222,True,False,,Obrigado pelo feedback! Ficamos felizes que parte da experiência foi boa. Lamentamos pelo casquinha de caranguejo e vamos melhorar!,27,5.224476,185.763779,0.005383,True,False,
24,"Lugar excelente para comemoração de namoro. Comida saborosa, drinks bem feitos e equipe simpática. Destaque para o lagosta grelhada.",Ficamos muito felizes com seu comentário! É um prazer receber você por aqui. Volte sempre! 😊,Restaurante A,after,Ficamos muito felizes em saber que você gostou da experiência! Obrigado pelo carinho e por compartilhar com a gente. Vai ser um prazer enorme te receber novamente em breve.,34,4.111816,61.057522,0.016378,True,False,,"Oi! Pedimos desculpas se a apresentação do prato não estava impecável. A gente gosta de servir tudo bem caprichado, então vamos reforçar esse cuidado. Obrigado por nos avisar!",37,5.130248,169.059051,0.005915,True,False,,Muito obrigado pelo feedback! Ficamos felizes que você gostou do lagosta grelhada. Esperamos recebê-lo novamente!,25,4.952687,141.554781,0.007064,True,False,
25,"Lugar excelente para almoço de trabalho. Comida saborosa, drinks bem feitos e equipe simpática. Destaque para o filé à parmegiana.",Muito obrigado pela visita! Ficamos felizes em saber que você aproveitou sua experiência conosco. 🍽️,Restaurante A,after,Que alegria ler seu comentário! Saber que você teve uma boa experiência com a gente faz tudo valer a pena. Esperamos te ver novamente muito em breve.,30,5.137007,170.205539,0.005875,True,False,,Que bacana que o espaço kids deu uma folga para vocês aproveitarem o almoço! A gente adora ver a família toda reunida e feliz. Esperamos vocês de novo!,34,5.251439,190.840709,0.00524,True,False,,Que bom saber que a experiência foi positiva! Obrigado por escolher o Restaurante A!,18,5.767309,319.676233,0.003128,True,False,
26,"Fui com a família e a experiência foi boa, mas o carpaccio poderia estar melhor. Atendimento cordial, só achei a música um pouco alta.",Agradecemos sua visita e também sua observação. Cada comentário nos ajuda a evoluir e a entregar uma experiência cada vez melhor.,Restaurante A,after,Obrigado por compartilhar sua experiência com a gente. Esse retorno é muito importante para continuarmos melhorando sempre. Esperamos te receber novamente em breve.,28,4.455546,86.103183,0.011614,True,False,,"Nada como uma bebida gelada no ponto certo, né? Ficamos felizes que você reparou no nosso cuidado. Valeu pela visita e volte logo para refrescar o dia!",35,5.079032,160.618493,0.006226,True,False,,Muito obrigado pela visita! Valorizamos seu feedback e vamos melhorar nos pontos mencionados.,16,6.641163,765.985218,0.001306,True,False,
27,O famoso Restaurante A deixou a desejar. Tivemos prato veio morno e a experiência não compensou a conta.,"Olá! Lamentamos pela sua experiência. Trabalhamos diariamente para melhorar e gostaríamos de entender melhor o ocorrido. Se puder, fale com a gente pelo link da unidade: https://exemplo.restaurante-a.com/feedback Att,",Restaurante A,after,Obrigado por compartilhar sua experiência com a gente. Esse retorno é muito importante para continuarmos melhorando sempre. Esperamos te receber novamente em breve.,28,4.455546,86.103183,0.011614,True,False,,"Oi! Obrigado por compartilhar sua opinião sobre a porção. A gente busca sempre o equilíbrio nos pratos, mas seu comentário é essencial para nossas avaliações. Esperamos te ver mais vezes!",37,5.176915,177.135534,0.005645,True,False,,Lamentamos pela experiência. Seu feedback nos ajuda a melhorar nossos serviços. Obrigado por compartilhar.,19,4.645023,104.065746,0.009609,True,False,
28,"Infelizmente minha visita não foi boa. Atendimento confuso, demora e pouca atenção da equipe.","Olá! Lamentamos pela sua experiência. Trabalhamos diariamente para melhorar e gostaríamos de entender melhor o ocorrido. Se puder, fale com a gente pelo link da unidade: https://exemplo.restaurante-a.com/feedback Att,",Restaurante A,after,"Que pena saber que sua visita não foi tão boa quanto deveria. Pedimos desculpas por isso e agradecemos por compartilhar, pois nos ajuda a ajustar esses detalhes. Vamos trabalhar para que sua próxima experiência seja bem melhor.",43,4.630821,102.598237,0.009747,True,False,,"A música ao vivo dá um tempero especial para a noite, que bom que você curtiu! Nossos artistas são escolhidos para animar o ambiente sem atrapalhar. Apareça no próximo final de semana!",40,4.986825,146.470639,0.006827,True,False,,"Sentimos muito que não foi uma boa experiência. Obrigado pelo feedback, estamos trabalhando para melhorar.",19,4.313383,74.69272,0.013388,True,False,
29,"Fui com a família e a experiência foi boa, mas o medalhão ao molho madeira poderia estar melhor. Atendimento cordial, só achei a música um pouco alta.","Olá! Agradecemos pela sua avaliação. Seu feedback é fundamental para continuarmos aprimorando nosso serviço e proporcionando momentos especiais. Esperamos te receber novamente em breve! Atenciosamente,",Restaurante A,after,Muito obrigado pelo seu comentário. Estamos sempre atentos a cada detalhe para melhorar a experiência de todos que passam por aqui. Esperamos te receber novamente em breve.,31,4.275272,71.89972,0.013908,True,False,,É um privilégio ter você sempre por aqui! Clientes fiéis são como amigos da casa. Já estamos preparando tudo para sua próxima visita ser nota mil!,29,6.0446,421.829197,0.002371,True,False,,Obrigado pelo feedback! Lamentamos pelo música um pouco alta. Estamos trabalhando para melhorar!,18,5.943365,381.215601,0.002623,True,False,
30,"Gostei da experiência. Atendimento rápido, comida bem servida e ambiente aconchegante. Ótima opção em Manaus.",Que alegria saber da sua experiência! Obrigado por compartilhar e esperamos te receber novamente em breve. ✨,Restaurante A,after,Que alegria ler seu comentário! Saber que você teve uma boa experiência com a gente faz tudo valer a pena. Esperamos te ver novamente muito em breve.,30,5.137007,170.205539,0.005875,True,False,,Que alegria saber que o camarão internacional continua no topo da sua lista! Trabalhamos com dedicação para manter o sabor que você já conhece e ama. Até a próxima!,32,4.978152,145.205833,0.006887,True,False,,Muito obrigado pelo feedback! Estamos felizes em saber que gostou da experiência. Esperamos recebê-lo novamente!,21,4.660881,105.729193,0.009458,True,False,
31,"Lugar bonito e comida boa, porém tivemos tempo de espera acima do esperado. No geral foi ok, mas esperava um pouco mais pelo valor.",Obrigado por compartilhar sua experiência com a gente. Seus pontos serão observados com atenção pela nossa equipe. Esperamos ter a chance de te surpreender positivamente em uma próxima visita.,Restaurante A,after,Agradecemos por dividir sua experiência conosco. Seus comentários ajudam bastante no nosso dia a dia e na evolução do atendimento. Será um prazer te ver novamente.,34,5.114247,166.375507,0.006011,True,False,,Oi! Pedimos desculpas pela espera na fila. A gente tenta organizar as mesas o mais rápido possível para ninguém ficar de fora. Obrigado pela paciência e pela visita!,34,4.758579,116.580177,0.008578,True,False,,Obrigado pelo feedback! Ficamos felizes com os pontos positivos e vamos trabalhar nos aspectos a melhorar.,19,5.295892,199.515562,0.005012,True,False,
